Economy Name,Country,Composite_Score,Health,Ecosystems,Waste,Climate
Afghanistan,Afghanistan,0.014702421264310372,-0.8295724545130911,-0.37398527123870334,-0.6107548793545712,1.873122290163607
Albania,Albania,0.10317651923865373,-0.050589722777160985,0.13434018230644143,-0.05861575489740958,0.387571372322744
Algeria,Algeria,-0.4884926694431989,-0.12530097641288437,-0.5009783806342045,-0.8961872315800836,-0.4315040891456232
Andorra,Andorra,0.31701034991991944,1.6057710810665986,0.9311016188626114,-0.5611975798196016,-0.7076337204299306
Angola,Angola,-0.3010562881109382,-0.9886425408019467,-0.24568376565202238,-0.27458456692363103,0.3046857209338473
Antigua and Barbuda,Antigua and Barbuda,0.03151753861190511,0.38232957710432114,-0.0032585154451506976,0.17795762522535447,-0.43095853243690446
Argentina,Argentina,-0.3844351373529139,0.5364927594160784,-0.3885254471279661,-0.913971227995397,-0.7717366337043708
Armenia,Armenia,0.12796655975115284,-0.1278587673264186,0.7407236686307128,-0.4640199827300881,0.3630213204304053
Aruba,Aruba,0.22148320192588997,0.707493484128058,0.5209805685402895,0.563869959120414,-0.9064112040852016
Australia,Australia,0.4532350745828514,1.5368958608163228,0.20333037905167933,2.091749201643939,-2.0190351431805356
Austria,Austria,0.4024484292485268,1.3806452379749625,0.3583746166899888,1.0387795082449462,-1.1680056459157904
Azerbaijan,Azerbaijan,-0.3178333544969325,-0.5014485929724561,-0.08201311204660061,-0.3458778923892444,-0.34199382057942895
"Bahamas, The","Bahamas, The",0.21959994206748934,0.4046698148005592,0.5540671062268471,0.4082945174582837,-0.48863167021573256
Bahrain,Bahrain,-0.17052724456239268,0.01503602180807656,-0.4619810282566086,-0.22911617878328233,-0.00604779301775636
Bangladesh,Bangladesh,-0.10421403355248182,-1.0621611442080283,-0.24041051946907369,-0.5908260017943167,1.4765415312614913
Barbados,Barbados,-0.19781067653053674,0.6467371256914469,-0.8255718432197867,-0.40263373320597495,-0.2097742553878323
Belarus,Belarus,-0.22172773850820207,0.2635374797598771,-0.042618653110798196,0.05620109492752459,-1.1640308756094118
Belgium,Belgium,0.1261080352734622,1.1940066092158288,-0.31150328032328545,0.8167446735169835,-1.194815861315678
Belize,Belize,-0.010000532570288642,-0.1635064951514644,0.3288043593764091,-0.5311844904072998,0.32588449590120044
Benin,Benin,0.7448194522801537,-1.0167210254223564,0.17696351916713046,2.3893726927278163,1.4296626226480245
Bermuda,Bermuda,0.39756468315380944,0.842025708916734,-0.029198724772694473,-0.056268622406215385,0.8337003708774136
Bhutan,Bhutan,-0.27982846276190493,-0.8101143214240479,0.4908314120901987,-1.0377690608205732,0.23773811910680268
Bolivia,Bolivia,0.015574746513576654,-0.42655929735469034,0.5428844019041847,0.9320363650629354,-0.9860624835581231
Bosnia and Herzegovina,Bosnia and Herzegovina,-0.37489575915310236,-0.14799855635220374,-0.6183124146870014,0.1259095148714975,-0.8591815804447019
Botswana,Botswana,-0.10249821441509047,-0.9479826459120975,1.0124180903190094,-0.168986780971994,-0.30544152109527983
Brazil,Brazil,-0.4140368842696314,-0.007264438806322524,0.20317653736657246,-1.4885942617376344,-0.36346537390114103
British Virgin Islands,British Virgin Islands,-0.1671344019348541,0.49475535036657053,-0.50943705521878,-0.09379527216566935,-0.5600606307215376
Brunei Darussalam,Brunei Darussalam,0.42972684752631685,0.9884086730814594,0.6498398102084663,0.08670669983309787,-0.00604779301775636
Bulgaria,Bulgaria,0.03784611363144594,0.02760863408491713,0.26321702868986036,0.6093820436891944,-0.7488232519381881
Burkina Faso,Burkina Faso,0.036332584794524725,-1.0625590806537544,-0.17551980032550313,0.1947657577539607,1.1886434624033957
Burundi,Burundi,-0.10032151132159545,-1.0092806224727437,-0.5166416290508078,-0.7484860839264376,1.873122290163607
Cabo Verde,Cabo Verde,-0.02558383146113291,-0.34914395325081055,-0.9947601048012246,0.00931970144295291,1.2322490307645506
Cambodia,Cambodia,-0.1911029887573542,-0.6465297391682734,-0.19954218667440835,-0.5876914415626577,0.6693514123759225
Cameroon,Cameroon,-0.21337194473501048,-1.2092896449875499,0.13088968084382557,-1.0595544162525101,1.2844666014561923
Canada,Canada,0.06232786387346734,1.5655373775509007,0.5031692468642807,0.10237500676195667,-1.9217701756832688
Cayman Islands,Cayman Islands,-0.12697105386897872,0.0888246866863644,0.33477562484362977,-0.01809799071637641,-0.9133865362895326
Central African Republic,Central African Republic,-0.09451765762914796,-0.7037665610044717,0.8664392782486563,-0.6357404508649802,0.09499710310420374
Chad,Chad,-0.2895393979000941,-0.5400570256834809,0.06618485015646178,-0.5651904793418308,-0.11909493673152659
Chile,Chile,-0.26573163531826893,0.8057032493892078,-0.1320543187492223,-1.3102931398366022,-0.4262823320764591
China,China,-0.6129212199732481,-0.3731732808341056,-1.0608265087755857,-0.10967618440828097,-0.9080089058750203
Colombia,Colombia,0.2753700281581622,0.2422362556088613,0.29007389148555596,0.4715230155631088,0.09764694997512277
Comoros,Comoros,0.29216003761284426,-0.6251349210112715,0.5012329358176745,-0.5339350559231888,1.826477191568163
"Congo, Dem. Rep.","Congo, Dem. Rep.",0.10842204552138107,-0.9968201564933985,0.44457673787077734,-0.8871906894554616,1.873122290163607
"Congo, Rep.","Congo, Rep.",-0.11064476158762213,-0.9837969434805125,0.7891752495488173,-0.2660309595936684,0.01807360717487503
Costa Rica,Costa Rica,0.0781627540644716,0.43758414432709625,0.2977163718009393,-0.8613473294670972,0.43869782959694814
Cote d'Ivoire,Cote d'Ivoire,0.0749353628344982,-0.9386112402361046,0.3147834598422946,-0.6883482999645856,1.6119175316963883
Croatia,Croatia,0.0831185232243502,0.5104628696486512,0.16129693225104483,0.07292905365649047,-0.41221476265878565
Cuba,Cuba,0.031422886128565565,0.08224939857720832,-0.2809956080276945,0.198967411844975,0.12547034211977348
Curacao,Curacao,-0.005337036392879087,0.5776383551592915,-0.5201021653506177,0.15068583486686152,-0.22957017024705167
Cyprus,Cyprus,0.1958376165994241,1.0718173950721503,0.2928752074310272,0.0032685465083955867,-0.5846106826138766
Czechia,Czechia,0.22242291971107192,0.7385638138776717,0.16104541644160225,1.1951080139609978,-1.205025565435984
Denmark,Denmark,0.41964389105253075,1.5924803032493005,-0.13127969774400805,1.0018932067277524,-0.7845182480229219
Djibouti,Djibouti,-0.33183494755576864,-0.8717890170718917,-1.2410407090350857,-0.28753447260747783,1.0730244084913807
Dominica,Dominica,0.1264803505655835,0.10838142514139974,0.18867645182237647,-0.10357689456636193,0.31244041986491966
Dominican Republic,Dominican Republic,-0.20880166539038686,-0.43190689250793957,0.1558904392630587,-0.7885891034473415,0.2293988951306749
Ecuador,Ecuador,0.2103199298804676,0.19072488905581653,0.172774715303823,0.3899142176077067,0.08786589755452408
"Egypt, Arab Rep.","Egypt, Arab Rep.",0.0009741631214701951,-0.47394155241426406,0.1874884888083671,0.00842150357876531,0.2819282125130124
El Salvador,El Salvador,-0.07553375528120254,-0.32638087793462756,-0.6312332278848221,-0.3620933811891253,1.0175724658837648
Equatorial Guinea,Equatorial Guinea,-0.19941858752426986,-0.656171127858974,0.7185764386602775,0.5384236944510337,-1.3985033553494166
Eritrea,Eritrea,-0.017343385192266914,-1.1300248732584113,0.7765389190125455,-0.7137810425567587,0.9978934560335568
Estonia,Estonia,0.22049127694063297,0.9506693501280606,0.333852332979749,1.3581574662569802,-1.7607140416022582
Eswatini,Eswatini,-0.2965447345917079,-1.0385234720362728,-1.0031312521584814,-0.0380214971586883,0.8934972829866108
Ethiopia,Ethiopia,-0.02168389880866617,-0.8736650655977278,-0.20741626009263509,-0.32597174043057575,1.320317470886274
Faroe Islands,Faroe Islands,0.02167479417832771,-0.49840486063815476,-0.8145264454992481,0.5979426002741832,0.8016878825765305
Fiji,Fiji,-0.09453951402558167,-0.12918708504587617,-0.3610043120227663,-0.17102495330047138,0.2830582942667872
Finland,Finland,0.4391310357174097,1.9293776261818527,0.11704337810866153,1.087173908943166,-1.3770707703640415
France,France,0.4528070922633884,1.504189800172811,0.20823078767674635,0.6580111085261188,-0.5592033273221226
French Polynesia,French Polynesia,-0.05018097154012957,0.48209469447834147,-1.4232819053198227,1.441823142960629,-0.7013598182796661
Gabon,Gabon,-0.07895959022709131,-0.5467817124592145,0.8606144345400703,0.21384522624798824,-0.8435163092372093
"Gambia, The","Gambia, The",0.024189967762159703,-0.9068875837190226,-0.27055551509590253,-0.44542304346841977,1.7196260133319836
Georgia,Georgia,-0.06211022354337967,-0.23669887367976936,-0.026440006582583775,0.05324537161168717,-0.038547385522852744
Germany,Germany,0.6318785581228721,1.4817784934250764,0.2176062792263041,1.8673057858256246,-1.0391763259855167
Ghana,Ghana,-0.016088396894872736,-0.8382509749647855,-0.1636684921935027,-0.5745147744220795,1.5120806540008769
Greece,Greece,0.16826517059193644,1.0767483259419741,0.22337837516772735,0.1155222993823049,-0.7425883181242606
Greenland,Greenland,0.8133861081851633,0.7387193954642931,1.5042351431955803,1.1695104705487673,-0.1589205764679874
Grenada,Grenada,-0.11317790022701123,-0.05877128339212179,-0.8587511190915633,0.04006363638735472,0.42474716518828554
Guatemala,Guatemala,-0.2962940763286105,-0.6480993019100577,-0.5664271208439229,-0.7383184075147511,0.7676685249542897
Guinea,Guinea,0.013734833226810544,-1.0845226835104909,0.11574845875935924,0.193890536246496,0.8298230214118778
Guinea-Bissau,Guinea-Bissau,-0.0781886277416945,-1.2320910988273661,0.3234114772660046,-0.6019148791843557,1.1978399897789391
Guyana,Guyana,-0.08669314025743803,-0.49374304194845486,0.3951835693237774,0.2553044862914093,-0.503517574696484
Haiti,Haiti,-0.32742366855261285,-1.1180747282195778,-0.709742022757109,-0.9537042857984731,1.4718263625647086
Honduras,Honduras,-0.19468634024188186,-0.7466389748656325,-0.10212812196047058,-0.712922376939836,0.7829441127984116
"Hong Kong SAR, China","Hong Kong SAR, China",0.1840761562205983,-0.2814221425431806,0.6075608743313814,0.8804434768951765,-0.47027758380098406
Hungary,Hungary,0.08224845529606623,0.18086837709600947,-0.08771375329729406,0.7649589690554728,-0.5291197716699233
Iceland,Iceland,0.8775609859794935,1.8290496670731364,0.637307719983222,2.501816625125027,-1.4579300682634118
India,India,-0.5284078322213672,-1.1515161977567068,-1.3886632073244332,-0.1949112508220222,0.6214593270176932
Indonesia,Indonesia,-0.19146652958034918,-0.7791996164138719,0.14257070262374189,-0.34460749858060513,0.2153702940493384
"Iran, Islamic Rep.","Iran, Islamic Rep.",-0.4800880774185555,-0.19162997205276122,-0.11573537560110286,-0.4364082821104175,-1.1765786799099405
Iraq,Iraq,-0.3201078350444534,-0.12281631169399429,0.18687279922576436,-0.4425969506394796,-0.9018908770701041
Ireland,Ireland,0.4006274341797897,1.6202258245882557,-0.11482756085522083,1.495809670017226,-1.3986981970311023
Isle of Man,Isle of Man,0.1944046484407692,1.4674200288382329,0.07285117977675105,0.44315231731081806,-1.205804932162725
Israel,Israel,0.10963252366405501,1.311312839530634,-0.501937853683294,0.6420667761032282,-1.012911667294348
Italy,Italy,0.48835855134254824,1.2895487375759775,0.1005420012764695,1.105478662524243,-0.5421351960064967
Jamaica,Jamaica,0.03254378758661364,-0.06926748387188748,0.2297358427574323,-0.40270589802672335,0.37241268948763306
Japan,Japan,0.049400814333569076,1.6433937135586834,0.46475488062345965,-0.8202425535881457,-1.090302783259721
Jordan,Jordan,-0.058434878902082654,0.27936554746392966,-0.35663928868452704,-0.6109068118648477,0.4544410374771145
Kazakhstan,Kazakhstan,-0.8296742417433862,-0.22795061006427259,0.008404057358633671,-1.303520743307655,-1.7956296709602513
Kenya,Kenya,-0.029256938249100584,-0.7506651472936505,-0.3061291822722286,-0.2561639647289471,1.1959305412984238
Kiribati,Kiribati,0.30580010323848794,-0.9118717136848555,0.43488301403759344,-0.1151041664382173,1.8152932790394312
"Korea, Dem. People's Rep.","Korea, Dem. People's Rep.",-0.35150574909086063,-0.6463998310705629,-0.8200734693749641,-0.7543699078400307,0.814820211922115
"Korea, Rep.","Korea, Rep.",0.7418117045736012,1.2461035178894806,0.1623207384654453,2.9369065090482844,-1.3780839471088047
Kosovo,Kosovo,0.08447621080613243,0.8393624441509456,0.0122247474806369,1.1872152969178402,-1.700897645324893
Kuwait,Kuwait,0.18516354534933777,0.4373010785939589,0.8718768110337525,-0.5624759152126039,-0.00604779301775636
Kyrgyz Republic,Kyrgyz Republic,-0.20914120064295433,-0.5480278285020496,-0.24384048079351245,-0.517647490513467,0.4729509972372116
Lao PDR,Lao PDR,-0.2380742673283677,-0.837665548235205,0.15663256395785358,-0.38387487616466787,0.11261079112854841
Latvia,Latvia,0.2704587501304672,0.4970211294355727,0.29264967525173563,0.8446260009703745,-0.5524618051358139
Lebanon,Lebanon,-0.3708473253580819,0.06110312446571753,-1.232315733914748,-0.4198385043970409,0.10766181241374376
Lesotho,Lesotho,-0.5600238331475716,-1.3721310047429391,-1.1127769804223575,-0.6090148640204872,0.8538275165954975
Liberia,Liberia,-0.09400916410875831,-0.9271883620810486,-0.48691781799057615,-0.8350527665270154,1.873122290163607
Libya,Libya,-0.35259598336375236,-0.03251080967131346,-0.4865223191675556,0.16388047594023913,-1.0552312805563795
Liechtenstein,Liechtenstein,0.6795054098253034,0.2984870212661572,0.39558831529998406,2.222497677257835,-0.19855137452276292
Lithuania,Lithuania,0.2448270463278502,0.6237616691415169,0.1880872267899247,1.1332582380428184,-0.9657989486628592
Luxembourg,Luxembourg,0.43878556779160327,1.6026826718645464,0.29026167012442944,1.56890185661655,-1.7067039274391127
"Macao SAR, China","Macao SAR, China",0.18181050953692307,0.31953659760439007,0.5378704806752503,-0.39066066765958535,0.26049562752763733
Madagascar,Madagascar,-0.25849897850391906,-0.959222299139717,-0.7422251863679477,-0.8069077329346281,1.4743593044266163
Malawi,Malawi,0.11950945904231597,-0.8094045556319542,0.2715320491391736,-0.8572119475015625,1.873122290163607
Malaysia,Malaysia,-0.23264086006490947,0.2524050753556404,-0.016376076596705924,-0.08630451819747231,-1.0802879208211
Maldives,Maldives,0.0567714392188385,-0.013456649198164389,-0.28036403757374445,0.16228854522294375,0.3586178984243191
Mali,Mali,-0.19262906210979028,-1.0525478803703876,-0.11183929143565573,-0.4745307510186709,0.868401674385553
Malta,Malta,0.3815687973867197,1.0718025266497795,1.181963146762107,-0.44036408084813944,-0.2871264030168683
Marshall Islands,Marshall Islands,0.339490547053221,-0.33869368242195375,-0.4102710317311846,1.6631631890452578,0.4437637133207645
Mauritania,Mauritania,-0.21139360143302122,-0.823945081126544,0.23129458440497763,-0.5966169346177487,0.3436930256072302
Mauritius,Mauritius,0.005634739562806053,0.5546130705446235,-0.4351867358832472,-0.1564622617839809,0.0595748853738288
Mexico,Mexico,-0.3467610226579464,-0.14124386017418905,0.10039319307379109,-0.932147149064761,-0.4140462744666267
"Micronesia, Fed. Sts.","Micronesia, Fed. Sts.",0.2338233356728869,-0.37808130040011767,0.6482047054455964,-0.2730629954554704,0.9382329331015393
Moldova,Moldova,0.2875176941887977,-0.04138988489392814,-0.4783682193298808,1.260552145316521,0.4092767356624787
Monaco,Monaco,0.527906244853052,1.4916810845552706,-0.019418980851556304,0.6454106687262505,-0.00604779301775636
Mongolia,Mongolia,-0.682170230009739,-0.6760299565427744,0.21339313051621076,-0.27869020827387486,-1.9873538857385171
Montenegro,Montenegro,-0.34509870848257407,0.19153665952415086,0.027372564810133337,-0.8525071598159188,-0.7467968984486615
Morocco,Morocco,-0.22177338304751304,-0.660586396893072,-0.9052290382009693,0.10293346607331363,0.5757884368306756
Mozambique,Mozambique,-0.017560908956329335,-0.8335704272242854,0.46142675184169424,-1.0627633980805586,1.3646634376378324
Myanmar,Myanmar,-0.5133750061575975,-0.8669566407994274,-1.062319577145202,-0.8437664362637985,0.719542629578038
Namibia,Namibia,-0.04187308855772041,-0.8800137802489829,0.7352453586607218,0.07267825559598226,-0.0954021882386028
Nauru,Nauru,0.10354888699469152,0.10684586817751074,0.43874469223870893,0.17474793871189304,-0.3061429511493467
Nepal,Nepal,-0.23706636505057016,-0.9575433831798384,-0.3501014845766456,-0.859347610501392,1.2187270180555954
Netherlands,Netherlands,0.21310233754133334,1.561010624508607,0.03605348636577381,0.5208886310583691,-1.2655433917674164
New Caledonia,New Caledonia,0.31458938869488173,1.4867280646393295,0.712063060654281,0.5829438186273969,-1.5233773891414804
New Zealand,New Zealand,-0.048826534868976756,1.409006453010503,0.022778312302746906,0.1541204817263873,-1.7812113865155443
Nicaragua,Nicaragua,-0.05504006643045703,-0.33356272462218467,0.0761912831875636,-0.445365000599669,0.48257617631246197
Niger,Niger,0.10159635285506724,-1.189742465653063,0.5823454967903516,-0.1969950971598577,1.2107774774428381
Nigeria,Nigeria,-0.5019245433086794,-1.0940435781632036,-0.5371572750800577,-1.2982076784860883,0.9217103584946322
North Macedonia,North Macedonia,-0.3773248235187876,-0.16002404098966833,-0.11716268116399474,-1.0913902085229004,-0.14072236339858704
Norway,Norway,0.494682925684068,1.7783413139140687,0.6309116053388838,1.1146199884690402,-1.5451412049857205
Oman,Oman,-0.2839879239640493,-0.19092211963956432,-0.3045482022737922,-0.6344335809250845,-0.00604779301775636
Pakistan,Pakistan,-0.2524928503962492,-1.133468006848503,0.01328637441982905,-0.7147417485260699,0.8249519793697471
Palau,Palau,0.01296147817691573,0.7471277053228254,0.6478269202552528,0.427620191170464,-1.7707289040408791
Panama,Panama,-0.033892292506197894,0.08280856571101387,0.20904687557962767,-0.5024699262150694,0.07504531489963623
Papua New Guinea,Papua New Guinea,-0.2289942852551326,-0.4619526513522927,-0.47274301707975497,-0.9073562847528639,0.9260748121643811
Paraguay,Paraguay,-0.13998481921679243,-0.036122923509237216,0.11981185763036886,-0.2685892411950575,-0.37503896979324386
Peru,Peru,0.003502311057811791,0.11417741985638538,0.42624005932317466,-0.961404072593242,0.4349958376449291
Philippines,Philippines,0.5067529579908986,-0.35063860680337466,-0.06840935433120833,1.5760604169228056,0.8699993761753718
Poland,Poland,0.1540506336634797,0.3925567888266519,0.15068081236288305,1.2173947358962616,-1.1444298024318778
Portugal,Portugal,0.10043826326213451,1.050186651582867,-0.025475920443894406,0.18887737370475646,-0.8118350517951911
Qatar,Qatar,-0.02751119425714085,0.3077994754980989,0.32591025225347975,-0.7377067117623857,-0.00604779301775636
Romania,Romania,-0.1609272002251339,0.059274655300179016,0.11086621504905633,-0.5416481410499913,-0.27220153019977966
Russian Federation,Russian Federation,-0.5670721428879646,0.3375430055260669,0.25542633387146696,-1.1893527078592616,-1.6719052030901307
Rwanda,Rwanda,-0.006691953902118908,-0.8141897886405264,-0.5540497781807388,-0.5316505389508178,1.873122290163607
Samoa,Samoa,0.9184562107236691,-0.048460780503958356,0.33316319968749575,2.8148927203339453,0.5742297033771935
San Marino,San Marino,0.4810015880231956,1.6040484608651826,0.2981193330782716,0.3842907553057061,-0.362452197156378
Sao Tome and Principe,Sao Tome and Principe,0.5964139673543012,-0.6341485001154238,1.2872637611469524,-0.12970951593989508,1.8622501243255714
Saudi Arabia,Saudi Arabia,-0.3782972584565113,0.03317856242407326,0.5185907464512896,-0.07401937001988268,-1.9909389726815252
Senegal,Senegal,-0.07304599238529408,-0.8925527958335192,0.09441301881396694,-0.7148365324030832,1.2207923398814593
Serbia,Serbia,-0.7246399451793193,0.04219209053398636,-0.6224475915182656,-1.1704452637034604,-1.1478590160295377
Seychelles,Seychelles,0.3856612701309419,0.35264919377442216,0.8550265668809172,0.6063525150051301,-0.27138319513670167
Sierra Leone,Sierra Leone,0.017206367970856395,-1.0040239242304096,-0.020817369050244505,-0.7054936226318144,1.7991603877958942
Singapore,Singapore,0.5337295766654976,1.3392187887797686,-0.10752628453936694,2.04629171308167,-1.1430659106600811
Sint Maarten (Dutch part),Sint Maarten (Dutch part),0.0549476560758026,0.9746778256087096,-0.6665048712117282,0.8586728487909691,-0.9470551788847401
Slovak Republic,Slovak Republic,-0.04413161139833999,0.595669169848862,0.14702628212137323,-0.1681774504541959,-0.7510444471093993
Slovenia,Slovenia,0.19837886446855746,0.8434793974101209,0.3523665472693261,0.4417703474770481,-0.8441008342822651
Solomon Islands,Solomon Islands,-0.11056087856844282,-0.6161464814181251,-0.7308748994252676,-0.9605117879902397,1.865289654559861
Somalia,Somalia,-0.1936771996665058,-0.9716602877737479,0.1101361191634417,-0.8737074515420462,0.9605228214863292
South Africa,South Africa,-0.5208949133907523,-0.6133787808015756,-0.6823600487623157,0.3053456161495447,-1.0931864401486624
South Sudan,South Sudan,-0.30307398255069296,-1.0120618974066906,0.6716515169887325,-0.7924993477807366,-0.0793862020040769
Spain,Spain,0.27524429717883825,1.2231812790276786,0.0519669429210044,0.3958654915904912,-0.5700365248238213
Sri Lanka,Sri Lanka,0.36619341869204053,0.006548218496512649,0.16941745081858028,0.11134845557840534,1.1774595498746638
St. Kitts and Nevis,St. Kitts and Nevis,-0.24156944646762252,0.2967406800816748,-0.4742615927667272,-0.45880426853415585,-0.3299526046512819
St. Lucia,St. Lucia,0.022853285280713398,0.10174693226651961,-0.42301971607671923,-0.18710700708124262,0.5997929320142958
St. Vincent and the Grenadines,St. Vincent and the Grenadines,-0.013951441451450303,-0.13355925171659352,-0.28479984985879625,-0.15240552803895857,0.5149588638085472
Sudan,Sudan,-0.5185003913142348,-1.2355058555349008,-0.5764481862217035,-0.830899596463016,0.5688520729626815
Suriname,Suriname,0.018098614934731833,-0.19876112502696658,0.9713959191029472,-0.1353865982460588,-0.5648537360909944
Sweden,Sweden,0.6746211080856592,1.8317632994071413,0.022581270548872656,1.3482029937918258,-0.5040631314052028
Switzerland,Switzerland,0.47782506586118667,1.6478497421924985,-0.13429978500308265,0.655689425355752,-0.2579391191004209
Syrian Arab Republic,Syrian Arab Republic,-0.46980317407172245,-0.29514919928931754,-1.3059993139203947,-0.8866249907673089,0.6085608076901314
"Taiwan, China","Taiwan, China",-0.2140486620810457,0.5728710684207705,0.428169428321892,-0.5162100858145712,-1.341025059252274
Tajikistan,Tajikistan,0.06389370110632187,-1.1027736232582104,0.7229084852680496,-0.5775587301986016,1.2129986726140498
Tanzania,Tanzania,0.05179356924233297,-0.680493200728438,0.3287924349868819,-0.6894679109608624,1.2483429536717503
Thailand,Thailand,-0.011616897862318037,0.2498428854425185,-0.7802755793942656,0.8806704672991165,-0.39670536479664154
Timor-Leste,Timor-Leste,-0.21801571012454699,-0.6792677160017421,0.08879604349650128,-0.33625604298830825,0.054664874995361115
Togo,Togo,-0.14081565363419007,-1.088794997046372,0.14137916006964293,-1.1606608340840268,1.5448140565239956
Tonga,Tonga,0.023720185282470607,0.09916427474726175,-0.308540725843075,-0.22071653402147196,0.5249737262471676
Trinidad and Tobago,Trinidad and Tobago,0.1901924622155142,0.6372138505930491,0.5373479610973475,-0.4077441698105835,-0.00604779301775636
Tunisia,Tunisia,-0.32091993720508394,-0.10347880942374779,-0.7402308180781826,-0.7309389878616128,0.2909688665432073
Turkiye,Turkiye,-0.2755775171084981,0.06524343202347592,-1.250933068637143,0.5577098589597111,-0.4743302907800365
Turkmenistan,Turkmenistan,-0.650242433320964,-0.16507917513990467,-0.21244509839490422,-0.23188299368612902,-1.9915624660629179
Turks and Caicos Islands,Turks and Caicos Islands,0.22740891275596664,-0.098419509324148,0.5856100530881587,0.8671984307600749,-0.44475332350021896
Tuvalu,Tuvalu,0.35150543053000155,-0.038237044760843594,0.1490228323921624,0.3282833375067449,0.9669525969819425
Uganda,Uganda,0.3295194960420542,-0.8160793235214505,0.1532732748530462,0.2902504617394002,1.690633571097221
Ukraine,Ukraine,-0.4700666122368582,0.145621473813988,-0.3410147338008265,-1.217479262048552,-0.46739392691204246
United Arab Emirates,United Arab Emirates,0.08208691032623552,0.2509201594775534,0.05138221987226374,0.032093054972881285,-0.00604779301775636
United Kingdom,United Kingdom,0.474619262156572,1.6359269078574519,0.10144455201189492,0.7819957925006071,-0.6208902037436662
United States,United States,-0.39520219605825757,1.145512205530523,-0.23412870486295,-0.663634369735548,-1.828557915165055
Uruguay,Uruguay,-0.36257787679516906,0.6927560910503316,-1.3225024909303202,0.3963458007180952,-1.216910908018783
Uzbekistan,Uzbekistan,0.017365625000490742,-0.3680486749505188,-0.09464010298627296,0.8887971929809129,-0.35664591504215815
Vanuatu,Vanuatu,0.5173113292355844,-0.6571811280913228,-0.2428854288753757,2.3386560195158,0.6306558543932362
"Venezuela, RB","Venezuela, RB",-0.02332622572416157,0.0227608609290616,0.6887903086789532,-0.18634293727755474,-0.6185131352271064
Vietnam,Vietnam,0.07110514495990793,-0.24218158700518624,-1.0409716172555012,1.353957065186148,0.21361671891417128
West Bank and Gaza,West Bank and Gaza,-0.24925466568861723,-0.252038961769369,-0.3020758167036263,-1.31284480795234,0.8699409236708665
"Yemen, Rep.","Yemen, Rep.",0.018522225211521637,-1.292542450877025,0.022747738476007084,-0.18238151518045753,1.526265128427562
Zambia,Zambia,-0.02042639207223948,-0.9400297742908177,0.6842439628335348,-0.6437794989880797,0.8178597421564047
Zimbabwe,Zimbabwe,0.068535325159095,-0.9428517660541421,0.31631972120245394,-0.05240652375788564,0.9530798692459539
